"word","BBC","CNN","FOX","MSNBC"
"desantis","0","63","47","82"
"cuomos","0","1","0","0"
"arraignment","0","1","0","0"
"postponed","11","1","2","3"
"X9pm","0","23","5","0"
"boost","15","10","9","17"
"stronger.than.expected","0","1","0","0"
"homes","64","74","62","49"
"fifth","3","12","2","9"
"annual","29","1","12","8"
"auction","5","6","17","3"
"visit","50","137","60","95"
"trump.era","0","14","12","27"
"pelosis","0","12","7","2"
"murphy","2","106","35","108"
"clarks","0","1","0","4"
"rejected","1","9","26","11"
"ex.doj","0","14","0","2"
"false","4","59","21","56"
"mayor.elect","0","14","0","6"
"eric","0","79","33","47"
"adams","0","45","5","27"
"succeed","6","3","0","13"
"prospers","0","2","0","0"
"revisit","0","2","0","0"
"nycmayor.elect","0","1","0","0"
"X92","0","5","0","6"
"players","14","67","18","37"
"crump","0","6","0","0"
"albany","0","1","0","0"
"weight.loss","0","3","3","0"
"X1b","1","6","3","1"
"together","15","31","14","35"
"remember","6","27","12","2"
"trip","12","107","31","17"
"standstill","0","2","3","0"
"digs","0","8","2","1"
"standoff","0","55","7","32"
"postpones","0","9","0","4"
"ditch","2","2","3","0"
"effort","5","139","27","111"
"reich","0","19","0","7"
"kasich","0","9","0","0"
"amc","0","1","6","0"
"ql","4","1","1","5"
"mo","2","8","10","20"
"unless","19","19","5","10"
"oniine","0","1","0","0"
"responds","2","64","19","47"
"refused","8","37","1","2"
"cooperate","0","23","4","24"
"judges","5","24","6","33"
"obtains","12","7","3","3"
"internal","2","46","5","38"
"within","17","35","16","54"
"sandra","0","7","4","0"
"garza","0","9","0","3"
"fallen","8","53","59","21"
"torching","0","1","0","0"
"constitution","1","11","3","4"
"impeaching","0","1","0","0"
"doc","9","34","5","18"
"rt","12","2","2","3"
"carroll","0","7","0","2"
"nfl.s","0","2","0","0"
"nfls","0","2","1","5"
"fiancee","0","4","5","0"
"utezioniai","0","1","0","0"
"X17.year.old","0","1","0","0"
"twice","2","19","8","109"
"outfront","0","3","0","0"
"ep","0","1","28","2"
"welcomes","3","9","12","2"
"baby","49","25","22","5"
"girl","4","13","14","12"
"mei","0","1","0","2"
"congrats","0","1","0","0"
"susie","0","1","0","0"
"daughter","16","80","39","16"
"maybe","0","6","5","15"
"items","7","132","30","69"
"cwn","0","4","0","0"
"swayed","0","3","0","0"
"regularly","1","9","0","6"
"sexually","3","27","9","5"
"transmitted","0","9","0","5"
"infections","15","53","0","34"
"descovy","0","17","0","1"
"prep","0","19","1","14"
"pre.exposure","0","8","0","0"
"prophylaxis","0","8","0","0"
"movement","6","8","23","37"
"minneapolis","0","36","40","51"
"councilmember","0","4","2","1"
"failed","25","48","27","32"
"measure","3","10","22","19"
"policing","3","17","6","4"
"really","4","20","21","5"
"unfortunate","0","6","0","2"
"rejects","7","106","32","57"
"smerconish","0","19","0","0"
"reject","7","41","31","13"
"evidence","8","138","30","117"
"different","5","32","11","16"
"fired","15","164","62","34"
"challenger","0","40","4","14"
"X28","9","51","8","20"
"pfizer.s","0","8","0","0"
"vivek","0","45","27","13"
"murthy","0","43","10","17"
"whove","0","6","0","0"
"jersey.s","0","9","0","0"
"narrowly","4","24","14","2"
"wins","213","150","31","108"
"reelection","0","42","4","23"
"post.election","0","7","2","3"
"produce","0","5","1","12"
"wake.up","0","6","7","0"
"narrow","14","23","4","2"
"gop.s","0","5","0","5"
"governor.s","0","4","0","0"
"blue.leaning","0","4","0","0"
"jerseys","0","8","0","0"
"reelected","0","8","0","0"
"carolyn","0","12","0","1"
"bourdeaux","0","4","0","0"
"armorers","0","13","0","2"
"sabotage","0","25","2","6"
"quit","1","61","28","30"
"bowles","0","3","0","0"
"armorer","0","55","1","5"
"thought","9","22","5","5"
"loaded","0","16","7","0"
"dummies","0","7","0","0"
"lane","0","9","13","0"
"luper","0","5","2","0"
"a.camera","0","4","0","0"
"murphys","0","8","1","0"
"mitch","0","16","7","13"
"landrieu","0","10","0","0"
"squeaks","0","2","3","0"
"blame","7","50","70","16"
"rittenhouses","0","17","2","0"
"counts","10","17","1","22"
"coréy","0","1","0","0"
"chirafisi","0","1","0","0"
"unbeatable","0","3","3","1"
"stalled","0","89","34","76"
"liam","1","4","0","0"
"donovan","0","9","0","3"
"strateqist","0","4","0","0"
"doug","0","4","12","0"
"alabama","0","35","9","34"
"independent","5","41","3","52"
"favor","0","55","9","14"
"clinches","0","4","0","0"
"exit","34","79","230","64"
"arms","1","16","10","7"
"length","1","14","2","8"
"meacham","0","13","0","8"
"split","0","30","10","20"
"prompted","0","5","4","3"
"floyd","1","33","0","8"
"wake","0","41","14","46"
"party","251","204","87","315"
"rocked","2","11","5","1"
"susan","0","17","4","37"
"hiv.1or","0","2","0","0"
"adamss","0","5","0","0"
"nycs","0","17","6","6"
"captain","7","47","17","6"
"mayoral","6","39","6","39"
"shoqting","0","3","0","0"
"novartis","0","4","27","0"
"browse","0","87","20","0"
"category","7","104","19","5"
"ex.crew","0","2","0","0"
"perfect","0","3","34","2"
"alleges","0","10","6","13"
"accidental","0","10","3","6"
"weapons","6","35","24","17"
"discharges","0","8","2","4"
"work.in.progress","0","1","0","0"
"joy","0","6","21","24"
"healthcare","19","35","4","28"
"provider","0","40","14","41"
"desc","0","3","0","0"
"tellyour","0","4","0","5"
"replace","10","36","22","47"
"squeaker","0","1","0","1"
"doses","27","108","6","75"
"zients","0","13","0","2"
"coordinator","1","17","3","9"
"sondra","0","1","1","0"
"samuels","0","1","6","0"
"northside","0","1","2","0"
"achievement","0","2","0","1"
"zone","3","10","6","0"
"healthmrkets","0","1","0","0"
"com","0","29","63","10"
"X..12","9","29","350","376"
"isa","0","18","0","0"
"soares","0","17","0","0"
"X.isacnn","0","15","0","0"
"chinas","14","52","37","26"
"producing","1","1","0","2"
"nukes","0","16","0","0"
"savor","0","4","0","0"
"upset","0","27","15","17"
"sense","0","16","9","4"
"urgency","0","11","3","28"
"packages","0","13","5","4"
"performance","6","6","6","6"
"lewis","6","6","2","17"
"advancing","3","7","0","14"
"asserting","0","1","0","0"
"schiff","0","123","5","171"
"lawsuit","46","79","36","105"
"tactic","5","7","8","0"
"adam","6","94","9","66"
"outskirts","0","5","0","0"
"atrocities","0","7","0","0"
"tigray","2","15","0","0"
"conflict","4","13","22","30"
"michelle","2","13","5","49"
"bachelet","0","4","0","0"
"vear","0","6","8","0"
"ordered","31","17","11","35"
"northern","28","10","15","16"
"region","3","23","4","0"
"pledged","19","4","1","4"
"bury","0","9","0","0"
"govts","6","1","3","5"
"enemies","0","3","14","0"
"parties","13","20","4","24"
"already","18","42","5","40"
"coal.free","0","1","0","0"
"rapidly","2","13","12","7"
"expanding","0","22","6","7"
"nuclear","56","58","28","45"
"ehrc","0","1","0","0"
"capabilities","1","8","7","1"
"pace","3","36","12","3"
"buildup","0","1","0","0"
"range","7","13","2","9"
"options","1","16","15","30"
"regarding","0","5","5","76"
"taiwan","9","97","31","10"
"milley","14","260","299","186"
"chiefs","1","41","31","46"
"irans","0","1","3","0"
"irgc","0","1","0","0"
"alleged","10","46","45","22"
"errors","0","1","4","1"
"momentum","1","8","4","9"
"X21","11","64","47","20"
"austria","15","2","0","0"
"shuts","0","9","12","11"
"coal.fired","0","3","1","0"
"plants","8","6","0","8"
"focuses","0","7","14","8"
"renewable","5","4","0","10"
"electricity","21","9","2","16"
"X2o3o","4","18","0","5"
"jab","82","2","19","2"
"weekly","5","77","0","37"
"rollout","36","74","7","14"
"year.olds","7","7","0","0"
"romania","0","1","0","0"
"X37ooo","0","1","0","0"
"appointments","0","8","10","0"
"vaccinate","2","30","12","67"
"fauci","8","281","146","101"
"responsibility","5","11","14","15"
"anthonv","0","6","0","0"
"alleray","0","8","0","0"
"fed","6","38","34","16"
"markets","9","14","11","10"
"yellen","0","51","25","34"
"anchored","0","2","1","7"
"janet","0","26","9","7"
"expresses","2","25","3","11"
"filmmakers","0","1","0","0"
"express","3","8","5","11"
"serve","34","10","6","11"
"coolest","0","2","0","0"
"snow","3","10","3","1"
"flood","0","93","21","19"
"issued","2","27","14","84"
"coast","19","119","43","40"
"airbnb","1","2","0","0"
"rent","0","2","0","4"
"recreation","0","2","0","0"
"carrie","0","15","6","0"
"bradshaws","0","2","0","0"
"apartment","3","9","3","2"
"indians","0","1","0","0"
"celebrate","4","3","5","4"
"undeterred","0","1","1","0"
"nail.biter","0","10","0","0"
"setbacks","0","9","0","16"
"phillips","2","6","3","3"
"pelos","0","25","3","1"
"advise","2","2","0","8"
"daniella","0","23","2","0"
"diaz","0","23","0","7"
"reaches","13","11","6","39"
"milestone","0","20","2","3"
"wanted","19","42","20","14"
"nela","0","2","0","0"
"richardson","0","2","2","1"
"adp","0","2","0","0"
"grants","0","5","3","14"
"shipping","10","40","46","24"
"X75o","1","1","0","1"
"reacts","0","39","48","21"
"videqs","0","4","0","0"
"surveillance","3","38","6","6"
"thomas","1","84","12","9"
"binger","0","1","0","0"
"hearing","95","136","81","126"
"katelyn","0","4","0","0"
"polantz","0","3","0","0"
"X16.related","0","2","0","2"
"plus","0","7","0","19"
"carolinas","0","2","0","0"
"ford","1","13","12","8"
"automaker","0","1","0","0"
"substation","0","1","0","0"
"X9.year.old","0","1","0","4"
"facial","0","6","3","1"
"unlock","0","1","13","0"
"phone","9","49","36","37"
"X911","261","467","637","290"
"ruggs","0","1","3","0"
"X156","0","1","2","1"
"mph","0","2","0","1"
"reeling","0","24","15","8"
"failures","7","79","119","22"
"sustainable","0","3","0","0"
"zachary","0","3","2","3"
"writer","9","52","16","59"
"lose","3","52","41","37"
"X7os","0","1","1","0"
"pollution","5","3","1","0"
"pre.pandemic","5","2","2","0"
"largest","29","52","14","43"
"firms","46","9","0","7"
"zerq","0","1","1","0"
"backups","0","2","3","0"
"busiest","0","1","0","0"
"zero","25","14","36","25"
"buvers","0","1","0","0"
"on.set","0","5","2","5"
"denied","9","13","29","5"
"pentagon","15","147","141","152"
"arsenal","0","6","1","1"
"cyberorficials","0","2","0","0"
"agencies","2","8","4","21"
"systems","14","13","1","9"
"stocks","0","15","5","3"
"fresh","10","9","5","22"
"announces","78","119","59","209"
"taper","0","1","0","0"
"b.reetg","0","3","0","0"
"fera","0","3","0","0"
"lefleur","0","1","0","0"
"prece","0","2","0","0"
"blackhawks","0","5","0","1"
"coachs","0","1","1","0"
"namee","0","1","0","0"
"stanley","0","12","1","6"
"cup","45","15","8","10"
"aldrichs","0","1","0","0"
"name","1","35","46","21"
"trophy","0","2","0","0"
"seems","0","16","2","11"
"profoundly","0","11","0","0"
"fans","4","29","30","23"
"couldnt","0","8","2","7"
"wonder","0","2","1","0"
"sigh","0","7","0","0"
"X.arlettesaenz","0","4","0","0"
"fdr","0","9","0","1"
"quickly","7","14","6","20"
"reused","0","9","1","0"
"passwords","0","9","1","0"
"suggestion","2","3","0","0"
"rounds","0","45","5","11"
"selected","0","18","0","14"
"corruption","6","14","8","17"
"nra","0","17","14","32"
"copd","0","61","34","130"
"owa","0","5","0","33"
"barbara","0","28","5","22"
"arnwine","0","2","0","0"
"transformative","0","4","0","15"
"coalition","21","8","0","14"
"callan","0","9","0","0"
"devastating","3","28","8","7"
"constrained","0","1","0","0"
"burden","5","5","6","2"
"burdens","0","2","0","0"
"opened","15","34","1","9"
"ﬂ","4","6","16","132"
"pozole.recipepdf","0","2","1","0"
"alerts","0","4","2","2"
"plummet","0","2","10","0"
"gray","0","3","1","7"
"meteorologist","0","17","0","3"
"brewing","0","6","1","2"
"lan","2","25","0","1"
"rapoport","0","1","0","0"
"insider","0","11","3","11"
"enr","0","4","1","2"
"candidat","0","8","4","0"
"mak","0","4","0","5"
"misfire","0","4","0","2"
"downfall","0","4","1","0"
"all.in","0","1","4","5"
"X2o16","14","11","228","28"
"turned","6","23","3","47"
"hell","3","54","6","34"
"culture","22","43","46","73"
"meghan","1","4","33","2"
"markle","0","4","6","2"
"exist","0","9","0","0"
"leaps","0","3","0","0"
"bridge","15","90","91","81"
"chase","0","4","7","38"
"adult","3","54","8","2"
"plaque","4","29","4","8"
"psoriasis","0","29","4","8"
"phototherapy","0","29","4","8"
"else.","0","10","9","3"
"areva","0","20","0","0"
"lawrence","2","17","72","7"
"considering","15","12","13","23"
"break.","21","23","27","37"
"rich","9","36","38","244"
"el","144","19","95","70"
"escape","1","52","19","0"
"running","4","39","56","68"
"persists","2","6","1","3"
"hassett","0","12","2","0"
"headlines","0","20","10","3"
"maga","0","12","2","119"
"mar.a.lago","0","4","0","0"
"ex.trump","0","58","0","34"
"accepted","0","4","2","21"
"fraction","0","6","0","0"
"planes","31","6","29","7"
"car","10","52","55","25"
"eligibility","0","41","7","55"
"residents","17","160","83","115"
"contracts","2","20","13","0"
"administered","3","44","15","23"
"auto","6","22","18","2"
"X1597","0","19","0","0"
"cole","0","20","13","0"
"blvd","0","18","7","0"
"X.2oo","0","20","11","0"
"lakewood","0","17","5","0"
"X8o4o1","0","12","9","0"
"exclusive","3","16","138","14"
"psa","0","3","16","9"
"ex.nfl","0","2","1","0"
"X15o","1","18","1","30"
"dui","0","1","2","0"
"audio","0","21","10","1"
"X4.year.old","0","1","8","0"
"avoid","2","22","19","74"
"negotiations","3","111","17","245"
"sun","2","6","0","8"
"mcconnell","0","42","9","95"
"harder","3","8","8","13"
"bipartisanship","0","5","1","0"
"adding","0","8","5","7"
"separate","1","7","3","4"
"add","0","15","15","24"
"write.in","0","2","0","3"
"socialist","0","8","14","0"
"buffalo","0","17","1","9"
"byron","0","2","14","0"
"re.elected","0","9","0","18"
"loses","4","18","13","20"
"wisdom","0","3","1","0"
"bigley","0","1","0","0"
"clinical","0","25","23","43"
"denali","0","1","0","0"
"shift","1","18","5","29"
"belong","0","11","4","0"
"incumbent","0","7","7","22"
"re.election","3","21","2","73"
"enten","0","19","0","0"
"investioations","0","3","0","0"
"enterprise","0","3","19","4"
"questons","0","1","0","0"
"answered","37","1","2","1"
"ammo","0","32","3","0"
"deliberately","1","1","0","1"
"planted","0","22","0","0"
"campbell","3","9","0","2"
"wen","0","68","0","0"
"leana","0","59","0","0"
"fade","0","4","0","3"
"latter","0","4","0","0"
"portrayals","0","6","1","0"
"chairwoman","0","24","2","1"
"kai","0","8","0","0"
"ryssdal","0","8","0","0"
"marketplace","0","8","0","0"
"radio","20","38","49","47"
"affecting","2","7","0","6"
"arfecting","0","1","0","0"
"rolls","0","15","7","13"
"pandemic.era","0","5","0","0"
"stimulus","1","8","0","9"
"pérez","0","8","0","0"
"zeldin","0","8","9","0"
"muellers","0","3","1","0"
"authority","3","10","9","12"
"attendees","0","6","0","15"
"cillizza","0","9","0","0"
"raise","22","61","42","152"
"X21t","4","14","0","0"
"revenue","3","5","1","8"
"nl","2","6","21","10"
"ete","2","2","1","0"
"iv","1","5","8","11"
"civilians","8","87","47","57"
"honest","0","5","10","0"
"mistake","5","46","25","28"
"beret","0","2","7","0"
"ongoing","0","26","15","39"
"ops","0","7","4","0"
"mann","0","6","2","0"
"task","2","29","7","9"
"pineapple","0","1","6","0"
"X4.","0","4","0","1"
"X6.week","0","41","1","3"
"dickson","0","4","0","0"
"administrator","0","27","1","24"
"razor.thin","0","1","1","0"
"reed","0","25","3","5"
"glynn","0","1","1","1"
"consensus","0","1","6","17"
"childhood","0","2","4","1"
"always","3","10","10","48"
"question","12","47","50","42"
"unhappy","2","3","0","2"
"gladly","0","2","0","0"
"fulton","0","12","0","18"
"secretaries","0","4","2","0"
"epidemic","1","3","0","9"
"ouu.","0","1","0","0"
"X21.4o","0","1","0","0"
"gunfire","6","12","9","0"
"interrupts","0","2","2","0"
"tishaura","0","2","0","0"
"missouri","0","46","17","16"
"X.phil","0","1","0","0"
"piece","6","4","2","9"
"defeat","9","25","11","54"
"seung","0","4","0","0"
"min","0","4","4","0"
"rages","0","23","5","12"
"barron.lopez","0","10","0","0"
"warner","2","4","3","5"
"appealing","0","8","0","0"
"liberal","10","26","53","24"
"fatigue","0","10","1","13"
"maragie","0","1","0","0"
"omero","0","1","0","0"
"normal","5","19","10","7"
"favored","0","9","0","1"
"X51","3","15","6","7"
"millions","23","96","17","90"
"mass","15","39","44","24"
"firings","0","2","4","0"
"worker","14","33","30","29"
"decline","4","45","20","26"
"slowing","0","15","4","2"
"declining","0","11","2","13"
"saved","5","23","16","4"
"steady","0","5","1","2"
"papers","302","43","0","27"
"hidden","0","11","12","7"
"trump.s","0","7","0","2"
"arguing","0","2","0","8"
"command","4","15","9","20"
"undermine","2","30","18","30"
"skepticism","0","18","4","6"
"sought","5","35","6","4"
"lawyers","22","97","11","25"
"decided","6","13","0","10"
"jackie","0","27","6","11"
"kucinich","0","10","0","0"
"cordero","0","12","2","1"
"kinzinger","0","57","6","34"
"definitely","1","3","0","0"
"ruling","56","43","20","43"
"run","37","106","45","94"
"probably","1","15","3","1"
"ambitious","0","35","0","5"
"anti.trump","0","3","0","14"
"minority","6","38","19","27"
"llaryan","0","4","0","0"
"llaryaen","0","1","0","0"
"upsetting","0","1","1","0"
"rebuke","0","1","16","7"
"ana","21","19","1","2"
"cabrera","0","11","0","0"
"contributed","0","2","0","7"
"cuellar","0","10","8","7"
"henry","15","11","7","9"
"cmtes","0","4","0","1"
"fbl","0","1","4","1"
"X84m","0","2","0","1"
"megan","4","45","0","3"
"ranney","0","41","0","3"
"protocols","1","15","4","4"
"outlets","1","2","1","0"
"bruce","2","4","22","4"
"schroeder","0","2","0","0"
"small","31","30","32","23"
"recruits","0","3","0","0"
"town","13","89","64","5"
"ozzie","0","2","0","0"
"knezovich","0","2","0","0"
"spokane","0","4","0","0"
"places","1","5","0","3"
"recruiting","6","2","0","1"
"ads","33","3","2","8"
"square","20","16","12","17"
"plages","0","1","0","0"
"opposes","0","44","3","9"
"aims","9","31","11","27"
